date,region,lat,lon,product,price,rate,sigma,rho
12/2/2020,South Kivu,28.8428,-2.49077,beans,2467,0.055847845,0.027923922,-0.754363145
12/9/2020,South Kivu,28.8428,-2.49077,beans,3500,0.349760131,0.167652094,-0.155986951
12/16/2020,South Kivu,28.8428,-2.49077,beans,4000,0.133531393,0.153420934,0.522975955
12/23/2020,South Kivu,28.8428,-2.49077,beans,2500,-0.470003629,0.347845865,0.079687612
12/30/2020,South Kivu,28.8428,-2.49077,beans,2500,0,0.346901548,0.665776135
1/6/2021,South Kivu,28.8428,-2.49077,beans,3500,0.336472237,0.342514044,-0.65490694
1/13/2021,South Kivu,28.8428,-2.49077,beans,3500,0,0.331491236,-0.693063569
1/20/2021,South Kivu,28.8428,-2.49077,beans,2500,-0.336472237,0.274728431,-0.851080963
1/27/2021,South Kivu,28.8428,-2.49077,beans,1800,-0.328504067,0.320085053,-0.138307151
2/3/2021,South Kivu,28.8428,-2.49077,beans,1800,0,0.191989685,0.260554286
2/10/2021,South Kivu,28.8428,-2.49077,beans,2000,0.105360516,0.226522161,0.23110622
2/17/2021,South Kivu,28.8428,-2.49077,beans,2107,0.052117954,0.19529431,0.348951786
2/24/2021,South Kivu,28.8428,-2.49077,beans,2107,0,0.050389325,-0.655597116
3/3/2021,South Kivu,28.8428,-2.49077,beans,2107,0,0.050389325,-0.206697482
3/10/2021,South Kivu,28.8428,-2.49077,beans,2107,0,0.026058977,-0.399517558
3/17/2021,South Kivu,28.8428,-2.49077,beans,2107,0,0,#DIV/0!
3/24/2021,South Kivu,28.8428,-2.49077,beans,2107,0,0,#DIV/0!
3/31/2021,South Kivu,28.8428,-2.49077,beans,2107,0,0,#DIV/0!
4/7/2021,South Kivu,28.8428,-2.49077,beans,2160,0.024843087,0.012421543,-0.45085249
4/14/2021,South Kivu,28.8428,-2.49077,beans,2160,0,0.012421543,-0.577350269
4/21/2021,South Kivu,28.8428,-2.49077,beans,2160,0,0.012421543,-0.931435382
4/28/2021,South Kivu,28.8428,-2.49077,beans,2160,0,0.012421543,0.004142009
5/5/2021,South Kivu,28.8428,-2.49077,beans,2160,0,0,#DIV/0!
5/12/2021,South Kivu,28.8428,-2.49077,beans,2187,0.01242252,0.00621126,-0.046710531
5/19/2021,South Kivu,28.8428,-2.49077,beans,2187,0,0.00621126,0.095750113
5/26/2021,South Kivu,28.8428,-2.49077,beans,2187,0,0.00621126,-0.564829287
6/2/2021,South Kivu,28.8428,-2.49077,beans,2360,0.076130877,0.036468267,0.087446854
6/9/2021,South Kivu,28.8428,-2.49077,beans,2133,-0.10113218,0.072726341,0.580026446
6/16/2021,South Kivu,28.8428,-2.49077,beans,2133.333333,0.000156262,0.072730859,0.498252464
6/23/2021,South Kivu,28.8428,-2.49077,beans,2133.333333,0,0.072730859,0.409720186
6/30/2021,South Kivu,28.8428,-2.49077,beans,2133.333333,0,0.050592187,0.462895187
7/7/2021,South Kivu,28.8428,-2.49077,beans,2133.333333,0,7.81E-05,0.758757226
7/14/2021,South Kivu,28.8428,-2.49077,beans,2133.333333,0,0,#DIV/0!
7/21/2021,South Kivu,28.8428,-2.49077,beans,2133.333333,0,0,#DIV/0!
7/28/2021,South Kivu,28.8428,-2.49077,beans,2000,-0.064538521,0.032269261,-0.110053994
8/4/2021,South Kivu,28.8428,-2.49077,beans,1973.333333,-0.01342302,0.030691463,-0.191529759
8/11/2021,South Kivu,28.8428,-2.49077,beans,1973.333333,0,0.030691463,0.486736268
8/18/2021,South Kivu,28.8428,-2.49077,beans,1973.333333,0,0.030691463,-0.147915638
8/25/2021,South Kivu,28.8428,-2.49077,beans,1973.333333,0,0.00671151,-0.868943996
9/1/2021,South Kivu,28.8428,-2.49077,beans,1973,-0.000168933,8.45E-05,-0.851248494
9/8/2021,South Kivu,28.8428,-2.49077,beans,2080,0.052812667,0.026434609,0.387372806
9/15/2021,South Kivu,28.8428,-2.49077,beans,2180,0.046956983,0.028948741,0.514706291
9/22/2021,South Kivu,28.8428,-2.49077,beans,2180,0,0.028948741,0.192707042
9/29/2021,South Kivu,28.8428,-2.49077,beans,2180,0,0.028900059,-0.49922722
10/6/2021,South Kivu,28.8428,-2.49077,beans,2180,0,0.023478492,0.177498747
10/13/2021,South Kivu,28.8428,-2.49077,beans,2280,0.044850566,0.022425283,0.616428548
10/20/2021,South Kivu,28.8428,-2.49077,beans,2060,-0.10146946,0.061930606,0.353968226
10/27/2021,South Kivu,28.8428,-2.49077,beans,2060,0,0.061930606,0.204307324
11/3/2021,South Kivu,28.8428,-2.49077,beans,2060,0,0.061930606,0.27254041
11/10/2021,South Kivu,28.8428,-2.49077,beans,1940,-0.06001801,0.049593891,-0.428459624
11/17/2021,South Kivu,28.8428,-2.49077,beans,2060,0.06001801,0.0490045,0.940468616
11/24/2021,South Kivu,28.8428,-2.49077,beans,1940,-0.06001801,0.057462869,0.546277857
12/1/2021,South Kivu,28.8428,-2.49077,beans,1940,0,0.057462869,0.586356185
12/8/2021,South Kivu,28.8428,-2.49077,beans,2040,0.050261835,0.055072716,0.11049089
12/15/2021,South Kivu,28.8428,-2.49077,beans,1940,-0.050261835,0.050840028,-0.572448229
12/22/2021,South Kivu,28.8428,-2.49077,beans,1940,0,0.041038616,-0.592059108
12/29/2021,South Kivu,28.8428,-2.49077,beans,1940,0,0.041038616,-0.427452728
1/5/2022,South Kivu,28.8428,-2.49077,beans,1940,0,0.025130917,-0.409177874
1/12/2022,South Kivu,28.8428,-2.49077,beans,1940,0,0,#DIV/0!
1/19/2022,South Kivu,28.8428,-2.49077,beans,1940,0,0,#DIV/0!
1/26/2022,South Kivu,28.8428,-2.49077,beans,1940,0,0,#DIV/0!
2/2/2022,South Kivu,28.8428,-2.49077,beans,1940,0,0,#DIV/0!
2/9/2022,South Kivu,28.8428,-2.49077,beans,1940,0,0,#DIV/0!
2/16/2022,South Kivu,28.8428,-2.49077,beans,2020,0.040409538,0.020204769,-0.979851733
2/23/2022,South Kivu,28.8428,-2.49077,beans,1980,-0.020000667,0.025356307,-0.861404703
3/2/2022,South Kivu,28.8428,-2.49077,beans,1980,0,0.025356307,-0.79263187
3/9/2022,South Kivu,28.8428,-2.49077,beans,1980,0,0.025356307,-0.443628488
3/16/2022,South Kivu,28.8428,-2.49077,beans,1980,0,0.010000333,-0.371503848
3/23/2022,South Kivu,28.8428,-2.49077,beans,1980,0,0,#DIV/0!
3/30/2022,South Kivu,28.8428,-2.49077,beans,1980,0,0,#DIV/0!
4/6/2022,South Kivu,28.8428,-2.49077,beans,2040,0.029852963,0.014926482,-0.04091238
4/13/2022,South Kivu,28.8428,-2.49077,beans,2040,0,0.014926482,-0.101542548
4/20/2022,South Kivu,28.8428,-2.49077,beans,2040,0,0.014926482,-0.334053613
4/27/2022,South Kivu,28.8428,-2.49077,beans,2040,0,0.014926482,0.187640233
5/4/2022,South Kivu,28.8428,-2.49077,beans,2040,0,0,#DIV/0!
5/11/2022,South Kivu,28.8428,-2.49077,beans,2040,0,0,#DIV/0!
5/18/2022,South Kivu,28.8428,-2.49077,beans,2000,-0.019802627,0.009901314,0.427100039
5/25/2022,South Kivu,28.8428,-2.49077,beans,2000,0,0.009901314,0.234898098
6/1/2022,South Kivu,28.8428,-2.49077,beans,2000,0,0.009901314,0.459138008
6/8/2022,South Kivu,28.8428,-2.49077,beans,2000,0,0.009901314,0.467462819
6/15/2022,South Kivu,28.8428,-2.49077,beans,2240,0.113328685,0.056664343,-0.13744194
6/22/2022,South Kivu,28.8428,-2.49077,beans,2240,0,0.056664343,-0.144086665
6/29/2022,South Kivu,28.8428,-2.49077,beans,2240,0,0.056664343,0.373339224
7/6/2022,South Kivu,28.8428,-2.49077,beans,2240,0,0.056664343,0.621691155
7/13/2022,South Kivu,28.8428,-2.49077,beans,2240,0,0,#DIV/0!
7/20/2022,South Kivu,28.8428,-2.49077,beans,2220,-0.00896867,0.004484335,-0.238912518
7/27/2022,South Kivu,28.8428,-2.49077,beans,2360,0.061154423,0.032349458,0.993014196
8/3/2022,South Kivu,28.8428,-2.49077,beans,2300,-0.025752496,0.037898163,0.958348259
8/10/2022,South Kivu,28.8428,-2.49077,beans,2300,0,0.037898163,0.933798388
8/17/2022,South Kivu,28.8428,-2.49077,beans,2300,0,0.036922127,0.940478794
8/24/2022,South Kivu,28.8428,-2.49077,beans,2300,0,0.012876248,-0.162770347
8/31/2022,South Kivu,28.8428,-2.49077,beans,2460,0.067252227,0.033626114,0.366870669
9/7/2022,South Kivu,28.8428,-2.49077,beans,2500,0.016129382,0.03185852,0.580409725
9/14/2022,South Kivu,28.8428,-2.49077,beans,2500,0,0.03185852,0.165862564
9/21/2022,South Kivu,28.8428,-2.49077,beans,2500,0,0.03185852,-0.125683343
9/28/2022,South Kivu,28.8428,-2.49077,beans,2500,0,0.008064691,-0.739509448
10/5/2022,South Kivu,28.8428,-2.49077,beans,2600,0.039220713,0.019610357,-0.371671835
10/12/2022,South Kivu,28.8428,-2.49077,beans,2700,0.037740328,0.022224958,0.016337166
10/19/2022,South Kivu,28.8428,-2.49077,beans,2700,0,0.022224958,-0.715167221
10/26/2022,South Kivu,28.8428,-2.49077,beans,2700,0,0.022224958,-0.609148866
11/2/2022,South Kivu,28.8428,-2.49077,beans,3000,0.105360516,0.049684698,0.932298377
11/9/2022,South Kivu,28.8428,-2.49077,beans,3300,0.09531018,0.058073765,-0.165360972
11/16/2022,South Kivu,28.8428,-2.49077,beans,3300,0,0.058073765,-0.185580003
11/23/2022,South Kivu,28.8428,-2.49077,beans,3300,0,0.058073765,-0.209497135
11/30/2022,South Kivu,28.8428,-2.49077,beans,3300,0,0.04765509,-0.99373665
6/30/2019,Maniema,25.9224,-2.94373,beans,2828.947368,-0.154017781,0.07700889,
7/31/2019,Maniema,25.9224,-2.94373,beans,3157.894737,0.110000895,0.108531566,
8/31/2019,Maniema,25.9224,-2.94373,beans,2986.842105,-0.055688906,0.110208313,
9/30/2019,Maniema,25.9224,-2.94373,beans,2661.315789,-0.115396019,0.116435922,
10/31/2019,Maniema,25.9224,-2.94373,beans,3026,0.128420957,0.12093534,
11/30/2019,Maniema,25.9224,-2.94373,beans,3092.105263,0.021610558,0.105302172,
12/31/2019,Maniema,25.9224,-2.94373,beans,3105.263158,0.004246291,0.099858704,
1/31/2020,Maniema,25.9224,-2.94373,beans,3150,0.014303988,0.05795584,
2/29/2020,Maniema,25.9224,-2.94373,beans,4000,0.238891908,0.112976969,
3/31/2020,Maniema,25.9224,-2.94373,beans,3900,-0.025317808,0.121740898,
4/30/2020,Maniema,25.9224,-2.94373,beans,3900,0,0.122383051,
5/31/2020,Maniema,25.9224,-2.94373,beans,3900,0,0.124240172,
6/30/2020,Maniema,25.9224,-2.94373,beans,3971.428571,0.018149319,0.017865631,
7/31/2020,Maniema,25.9224,-2.94373,beans,3914.285714,-0.014493007,0.013367908,
8/31/2020,Maniema,25.9224,-2.94373,beans,4000,0.021661497,0.016816833,
9/2/2020,Maniema,25.9224,-2.94373,beans,3829,-0.043690689,0.030730826,
9/9/2020,Maniema,25.9224,-2.94373,beans,3886,0.014776678,0.029934803,
9/16/2020,Maniema,25.9224,-2.94373,beans,3771,-0.030040133,0.032409727,
9/23/2020,Maniema,25.9224,-2.94373,beans,3886,0.030040133,0.035228022,
10/7/2020,Maniema,25.9224,-2.94373,beans,4171,0.070775464,0.041643501,
10/14/2020,Maniema,25.9224,-2.94373,beans,4171,0,0.043056915,
10/21/2020,Maniema,25.9224,-2.94373,beans,4114,-0.013760024,0.037444385,
10/28/2020,Maniema,25.9224,-2.94373,beans,4057,-0.013952007,0.040536191,
11/4/2020,Maniema,25.9224,-2.94373,beans,3600,-0.119509939,0.055521903,
11/11/2020,Maniema,25.9224,-2.94373,beans,3600,0,0.055521903,
11/18/2020,Maniema,25.9224,-2.94373,beans,3829,0.061669827,0.075259384,
11/25/2020,Maniema,25.9224,-2.94373,beans,2943,-0.263174203,0.143275849,
12/2/2020,Maniema,25.9224,-2.94373,beans,3600,0.201504376,0.194651691,
12/9/2020,Maniema,25.9224,-2.94373,beans,650,-1.711716762,0.87771456,
12/16/2020,Maniema,25.9224,-2.94373,beans,700,0.074107972,0.880046208,
12/23/2020,Maniema,25.9224,-2.94373,beans,700,0,0.905625255,
12/30/2020,Maniema,25.9224,-2.94373,beans,700,0,0.868912275,
1/6/2021,Maniema,25.9224,-2.94373,beans,700,0,0.037053986,
1/13/2021,Maniema,25.9224,-2.94373,beans,1000,0.356674944,0.178337472,
1/20/2021,Maniema,25.9224,-2.94373,beans,1500,0.405465108,0.220910694,
1/27/2021,Maniema,25.9224,-2.94373,beans,2000,0.287682072,0.181519807,
2/3/2021,Maniema,25.9224,-2.94373,beans,2500,0.223143551,0.079713207,
2/10/2021,Maniema,25.9224,-2.94373,beans,3000,0.182321557,0.097399321,
2/17/2021,Maniema,25.9224,-2.94373,beans,3500,0.15415068,0.057963165,
2/24/2021,Maniema,25.9224,-2.94373,beans,4000,0.133531393,0.038790059,
3/3/2021,Maniema,25.9224,-2.94373,beans,4457,0.108181533,0.031426839,
3/10/2021,Maniema,25.9224,-2.94373,beans,4457,0,0.068603475,
3/17/2021,Maniema,25.9224,-2.94373,beans,4229,-0.052510335,0.088207723,
3/24/2021,Maniema,25.9224,-2.94373,beans,4286,0.013388339,0.06695153,
3/31/2021,Maniema,25.9224,-2.94373,beans,4286,0,0.029177333,
4/7/2021,Maniema,25.9224,-2.94373,beans,4286,0,0.029177333,
4/14/2021,Maniema,25.9224,-2.94373,beans,4286,0,0.006694169,
4/21/2021,Maniema,25.9224,-2.94373,beans,4229,-0.013388339,0.006694169,
4/28/2021,Maniema,25.9224,-2.94373,beans,4171,-0.013809743,0.007853295,
5/5/2021,Maniema,25.9224,-2.94373,beans,4457,0.066320079,0.0382347,
5/12/2021,Maniema,25.9224,-2.94373,beans,4171,-0.066320079,0.054716629,
5/19/2021,Maniema,25.9224,-2.94373,beans,4514,0.079027863,0.068725219,
5/26/2021,Maniema,25.9224,-2.94373,beans,4514,0,0.067034215,
6/2/2021,Maniema,25.9224,-2.94373,beans,4171,-0.079027863,0.072547848,
6/9/2021,Maniema,25.9224,-2.94373,beans,4628,0.103968994,0.08286127,
6/16/2021,Maniema,25.9224,-2.94373,beans,4342.857143,-0.06359235,0.083117312,
6/23/2021,Maniema,25.9224,-2.94373,beans,4057,-0.068088675,0.087343495,
6/30/2021,Maniema,25.9224,-2.94373,beans,4400,0.081160757,0.091946512,
7/7/2021,Maniema,25.9224,-2.94373,beans,4342.857143,-0.013072082,0.069346967,
7/14/2021,Maniema,25.9224,-2.94373,beans,4400,0.013072082,0.061973583,
7/21/2021,Maniema,25.9224,-2.94373,beans,4342.857143,-0.013072082,0.044499773,
7/28/2021,Maniema,25.9224,-2.94373,beans,4400,0.013072082,0.01509434,
8/4/2021,Maniema,25.9224,-2.94373,beans,4514.285714,0.025642431,0.01628362,
8/11/2021,Maniema,25.9224,-2.94373,beans,4171,-0.079091156,0.046692299,
8/18/2021,Maniema,25.9224,-2.94373,beans,4285.714286,0.027131417,0.050911948,
8/25/2021,Maniema,25.9224,-2.94373,beans,4228.571429,-0.01342302,0.049780897,
9/1/2021,Maniema,25.9224,-2.94373,beans,4171.6,-0.013564557,0.043960322,
9/8/2021,Maniema,25.9224,-2.94373,beans,4342.857143,0.040232804,0.027757273,
9/15/2021,Maniema,25.9224,-2.94373,beans,4400,0.013072082,0.025694243,
9/22/2021,Maniema,25.9224,-2.94373,beans,4285.714286,-0.026317308,0.029558481,
9/29/2021,Maniema,25.9224,-2.94373,beans,4571.428571,0.064538521,0.038957766,
10/6/2021,Maniema,25.9224,-2.94373,beans,4457.142857,-0.025317808,0.042821376,
10/13/2021,Maniema,25.9224,-2.94373,beans,4457,-3.21E-05,0.042651283,
10/20/2021,Maniema,25.9224,-2.94373,beans,4628.571429,0.03777238,0.039800399,
10/27/2021,Maniema,25.9224,-2.94373,beans,3885.714286,-0.174941449,0.093218659,
11/3/2021,Maniema,25.9224,-2.94373,beans,4171.428571,0.070951736,0.10949607,
11/10/2021,Maniema,25.9224,-2.94373,beans,4180,0.002052686,0.109605885,
11/17/2021,Maniema,25.9224,-2.94373,beans,4320,0.032944156,0.108839617,
11/24/2021,Maniema,25.9224,-2.94373,beans,4320,0,0.033253594,
12/1/2021,Maniema,25.9224,-2.94373,beans,4230,-0.021053409,0.022242393,
12/8/2021,Maniema,25.9224,-2.94373,beans,4080,-0.036105005,0.029919627,
12/15/2021,Maniema,25.9224,-2.94373,beans,4200,0.028987537,0.028217578,
12/22/2021,Maniema,25.9224,-2.94373,beans,4260,0.014184635,0.030218068,
12/29/2021,Maniema,25.9224,-2.94373,beans,4460,0.045879606,0.035351335,
1/5/2022,Maniema,25.9224,-2.94373,beans,4540,0.017778246,0.014251572,
1/12/2022,Maniema,25.9224,-2.94373,beans,5240,0.143394486,0.060408987,
1/19/2022,Maniema,25.9224,-2.94373,beans,4480,-0.156698452,0.125038007,
1/26/2022,Maniema,25.9224,-2.94373,beans,5440,0.194156014,0.156274874,
2/2/2022,Maniema,25.9224,-2.94373,beans,5500,0.010969031,0.156774179,
2/9/2022,Maniema,25.9224,-2.94373,beans,4760,-0.144500424,0.164260068,
2/16/2022,Maniema,25.9224,-2.94373,beans,4420,-0.074107972,0.146223335,
2/23/2022,Maniema,25.9224,-2.94373,beans,3640,-0.194156014,0.089124183,
3/2/2022,Maniema,25.9224,-2.94373,beans,3700,0.016349138,0.091378242,
3/9/2022,Maniema,25.9224,-2.94373,beans,3690,-0.002706362,0.095315578,
3/16/2022,Maniema,25.9224,-2.94373,beans,3720,0.00809721,0.101003168,
3/23/2022,Maniema,25.9224,-2.94373,beans,3660,-0.016260521,0.014107704,
3/30/2022,Maniema,25.9224,-2.94373,beans,3900,0.063513406,0.035016214,
4/6/2022,Maniema,25.9224,-2.94373,beans,3640,-0.068992871,0.055007294,
4/13/2022,Maniema,25.9224,-2.94373,beans,4020,0.099298221,0.076189873,
4/20/2022,Maniema,25.9224,-2.94373,beans,3880,-0.035446749,0.079705196,
4/27/2022,Maniema,25.9224,-2.94373,beans,3940,0.01534557,0.073225861,
5/4/2022,Maniema,25.9224,-2.94373,beans,3620,-0.084706697,0.078569992,
5/11/2022,Maniema,25.9224,-2.94373,beans,3670,0.013717636,0.047542958,
5/18/2022,Maniema,25.9224,-2.94373,beans,3680,0.00272109,0.047979488,
5/25/2022,Maniema,25.9224,-2.94373,beans,3740,0.016172859,0.048145227,
6/1/2022,Maniema,25.9224,-2.94373,beans,3570,-0.046520016,0.029285321,
6/8/2022,Maniema,25.9224,-2.94373,beans,3580,0.002797205,0.02760908,
6/15/2022,Maniema,25.9224,-2.94373,beans,3670,0.024828862,0.031875376,
6/22/2022,Maniema,25.9224,-2.94373,beans,3420,-0.070551111,0.04383972,
6/29/2022,Maniema,25.9224,-2.94373,beans,3280,-0.041797129,0.043028263,
7/6/2022,Maniema,25.9224,-2.94373,beans,2980,-0.095920122,0.052054743,
7/13/2022,Maniema,25.9224,-2.94373,beans,3657.2,0.204774527,0.138870064,
7/20/2022,Maniema,25.9224,-2.94373,beans,3700,0.011634992,0.130980318,
7/27/2022,Maniema,25.9224,-2.94373,beans,3710,0.002699057,0.125806844,
8/3/2022,Maniema,25.9224,-2.94373,beans,3790,0.021334142,0.09674233,
8/10/2022,Maniema,25.9224,-2.94373,beans,3790,0,0.00965658,
8/17/2022,Maniema,25.9224,-2.94373,beans,3770,-0.005291018,0.011584588,
8/24/2022,Maniema,25.9224,-2.94373,beans,3840,0.018397365,0.013229597,
8/31/2022,Maniema,25.9224,-2.94373,beans,3820,-0.005221944,0.011227728,
9/7/2022,Maniema,25.9224,-2.94373,beans,3780,-0.010526413,0.012945874,
9/14/2022,Maniema,25.9224,-2.94373,beans,3920,0.036367644,0.021745251,
9/21/2022,Maniema,25.9224,-2.94373,beans,4000,0.020202707,0.022001668,
9/28/2022,Maniema,25.9224,-2.94373,beans,4040,0.009950331,0.019636105,
10/5/2022,Maniema,25.9224,-2.94373,beans,4000,-0.009950331,0.019396924,
10/12/2022,Maniema,25.9224,-2.94373,beans,3870,-0.033039854,0.023498946,
10/19/2022,Maniema,25.9224,-2.94373,beans,3880,0.002580647,0.018835861,
10/26/2022,Maniema,25.9224,-2.94373,beans,3920,0.0102565,0.018931413,
11/2/2022,Maniema,25.9224,-2.94373,beans,3930,0.002547772,0.019425537,
11/9/2022,Maniema,25.9224,-2.94373,beans,4960,0.232766315,0.113876754,
11/16/2022,Maniema,25.9224,-2.94373,beans,4140,-0.180709953,0.169210132,
11/23/2022,Maniema,25.9224,-2.94373,beans,4400,0.060908753,0.170505919,
11/30/2022,Maniema,25.9224,-2.94373,beans,4120,-0.065751378,0.177305837,
1/31/2017,South Kivu,29.1378,-3.39534,beans,1500,-1.010388055,0.484425684,
2/28/2017,South Kivu,29.1378,-3.39534,beans,1559,0.038579482,0.513791017,
3/31/2017,South Kivu,29.1378,-3.39534,beans,877,-0.575292877,0.48556976,
4/30/2017,South Kivu,29.1378,-3.39534,beans,1713,0.669494506,0.732349802,
5/31/2017,South Kivu,29.1378,-3.39534,beans,1467,-0.15502672,0.517874737,
6/30/2017,South Kivu,29.1378,-3.39534,beans,1559,0.060825091,0.518625672,
7/31/2017,South Kivu,29.1378,-3.39534,beans,1428,-0.087769726,0.376049504,
8/31/2017,South Kivu,29.1378,-3.39534,beans,1431.5,0.002447982,0.095542892,
9/30/2017,South Kivu,29.1378,-3.39534,beans,1435,0.002442004,0.061355713,
10/31/2017,South Kivu,29.1378,-3.39534,beans,1442,0.00486619,0.045525202,
11/30/2017,South Kivu,29.1378,-3.39534,beans,1949,0.301285382,0.149021033,
12/31/2017,South Kivu,29.1378,-3.39534,beans,1067,-0.602465448,0.379551038,
1/31/2018,South Kivu,29.1378,-3.39534,beans,1100,0.030459207,0.38167144,
2/28/2018,South Kivu,29.1378,-3.39534,beans,1143,0.038346205,0.384116387,
3/31/2018,South Kivu,29.1378,-3.39534,beans,1100,-0.038346205,0.308239873,
4/30/2018,South Kivu,29.1378,-3.39534,beans,4618,1.434651531,0.713081639,
5/31/2018,South Kivu,29.1378,-3.39534,beans,1657,-1.024952972,1.011555114,
6/30/2018,South Kivu,29.1378,-3.39534,beans,1783,0.0732886,1.010967996,
7/31/2018,South Kivu,29.1378,-3.39534,beans,1735,-0.027289925,1.010437954,
8/31/2018,South Kivu,29.1378,-3.39534,beans,1230,-0.343993244,0.495791743,
9/30/2018,South Kivu,29.1378,-3.39534,beans,1428,0.149260695,0.216945173,
10/31/2018,South Kivu,29.1378,-3.39534,beans,1651,0.145106301,0.2316115,
11/30/2018,South Kivu,29.1378,-3.39534,beans,1005,-0.496393623,0.333435726,
12/31/2018,South Kivu,29.1378,-3.39534,beans,1019,0.013834213,0.306092857,
1/31/2019,South Kivu,29.1378,-3.39534,beans,1033,0.013645436,0.283799929,
2/28/2019,South Kivu,29.1378,-3.39534,beans,1250,0.190676361,0.296528607,
3/31/2019,South Kivu,29.1378,-3.39534,beans,1467,0.160075948,0.094153268,
4/30/2019,South Kivu,29.1378,-3.39534,beans,1371,-0.067679099,0.122117366,
5/31/2019,South Kivu,29.1378,-3.39534,beans,1462,0.064264961,0.116234358,
6/30/2019,South Kivu,29.1378,-3.39534,beans,1333.333333,-0.092123289,0.11801151,
7/31/2019,South Kivu,29.1378,-3.39534,beans,1185.185185,-0.117783036,0.081021776,
8/31/2019,South Kivu,29.1378,-3.39534,beans,1185.185185,0,0.08403705,
9/30/2019,South Kivu,29.1378,-3.39534,beans,1333.333333,0.117783036,0.106631315,
10/31/2019,South Kivu,29.1378,-3.39534,beans,1333.333333,0,0.096169446,
11/30/2019,South Kivu,29.1378,-3.39534,beans,1333.333333,0,0.058891518,
12/31/2019,South Kivu,29.1378,-3.39534,beans,1362.962963,0.021978907,0.056191831,
1/31/2020,South Kivu,29.1378,-3.39534,beans,1400,0.026811257,0.014222,
